date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200203,2,0,0,,,,,,,,,2020-02-03T00:00:00Z,,,2020-02-03T00:00:00Z,0,0,0,0,0,0,0,0,c542f7ad74541b08270d6925274eece2c4f79334
20200202,2,0,0,,,,,,,,,2020-02-02T00:00:00Z,,,2020-02-02T00:00:00Z,0,0,0,0,0,0,0,0,a1dd021af3e12d2a218df294663d03bdd573a330
20200201,2,0,0,,,,,,,,,2020-02-01T00:00:00Z,,,2020-02-01T00:00:00Z,0,0,0,0,0,0,0,0,10c29665184670bf22ba060ebb5650e298a6d1b8
20200131,2,0,0,,,,,,,,,2020-01-31T00:00:00Z,,,2020-01-31T00:00:00Z,0,0,0,0,0,0,0,0,529c83fead59f5b26a9898ce39996851806f9a2f
20200130,2,0,0,,,,,,,,,2020-01-30T00:00:00Z,,,2020-01-30T00:00:00Z,0,0,0,0,0,0,0,0,82859b598bd6e9643d8dc3b69b99d74c4f061282
20200129,2,0,0,,,,,,,,,2020-01-29T00:00:00Z,,,2020-01-29T00:00:00Z,0,0,0,0,0,0,0,0,5829b18554ba8cfdd449dcdf8a767aaf8af806b2
20200128,2,0,0,,,,,,,,,2020-01-28T00:00:00Z,,,2020-01-28T00:00:00Z,0,0,0,0,0,0,0,0,1e004b11f0e9c340d0e206a5e168b5ac2c154421
20200127,2,0,0,,,,,,,,,2020-01-27T00:00:00Z,,,2020-01-27T00:00:00Z,0,0,0,0,0,0,0,0,0dbe12f64745ae2d9e59003e934d50c66164fff3
20200126,2,0,0,,,,,,,,,2020-01-26T00:00:00Z,,,2020-01-26T00:00:00Z,0,0,0,0,0,0,0,0,acd8dfc63d3542d3d579778290d4601b2433e48c
20200125,2,0,0,,,,,,,,,2020-01-25T00:00:00Z,,,2020-01-25T00:00:00Z,0,0,0,0,0,0,0,0,e90258fa02cb55fd9357b389669ed1940e381bbd
20200124,2,0,0,,,,,,,,,2020-01-24T00:00:00Z,,,2020-01-24T00:00:00Z,0,0,0,0,0,0,0,0,babd004bb329a35eea647d8b431604c1a9ea2f97
20200123,2,0,0,,,,,,,,,2020-01-23T00:00:00Z,,,2020-01-23T00:00:00Z,0,0,0,0,0,0,0,0,d9b1df660fd87df4ddc10fd71d5d024e1080fe06
20200122,2,0,0,,,,,,,,,2020-01-22T00:00:00Z,,,2020-01-22T00:00:00Z,0,0,0,0,0,0,0,0,6955b9b8d895cdd26f91da2aedc369265b908816
